url;name;country;price;color;taste;yearPos;usdPrice;colorFac
http://winestyle.ru/products/Bisol-Prosecco-Cartizze-Valdobbiadene-Superiore-di-Cartizze-DOCG-Dry-Veneto-2013.html;Bisol, Prosecco Cartizze Valdobbiadene Superiore di Cartizze DOCG Dry (Veneto), 2013;Italy;3952;white;dry;2013;55;white
http://winestyle.ru/products/Henriot-Souverain-Brut-375.html;Henriot, "Souverain" Brut, 375 ìë;France;3958;white;dry;NA;55;white
http://winestyle.ru/products/Duval-Leroy-Brut-gift-box.html;Duval-Leroy, Brut, gift box;France;3965;white;dry;NA;55;white
http://winestyle.ru/products/Canard-Duchene-Cuvee-Leonie-Brut-Champagne-AOC.html;Canard-Duchene, "Cuvee Leonie" Brut, Champagne AOC;France;4461;white;dry;NA;62;white
http://winestyle.ru/products/Tribaut-Schloesser-Instant-Gourmand-gift-box.html;Tribaut Schloesser, "Instant Gourmand", gift box;France;4469;white;dry;NA;62;white
http://winestyle.ru/products/Ferghettina-Franciacorta-Extra-Brut-DOCG-2005.html;Ferghettina, Franciacorta Extra Brut DOCG, 2005;Italy;4482;white;dry;2005;62;white
http://winestyle.ru/products/Lanson-Black-Label-Brut-in-black-case.html;Lanson, "Black Label" Brut, in black case;France;4495;white;dry;NA;62;white
http://winestyle.ru/products/Pierre-Moncuit-Brut-Non-Dose-2005.html;Pierre Moncuit, Brut "Non Dose", 2005;France;4509;white;dry;2005;63;white
http://winestyle.ru/products/Pierre-Moncuit-Brut-Millesime-2005.html;Pierre Moncuit, Brut Millåsimå, 2005;France;4509;white;dry;2005;63;white
http://winestyle.ru/products/Champagne-Veuve-Doussot-Tradition-Brut.html;Champagne Veuve Doussot, "Tradition" Brut;France;4541;white;dry;NA;63;white
http://winestyle.ru/products/Monte-Rossa-P-R-Brut-Rose.html;Monte Rossa, "P.R." Brut Rose;Italy;4638;rose;dry;NA;64;rose
http://winestyle.ru/products/Champagne-Serge-Mathieu-Cuvee-Prestige-Brut.html;Champagne Serge Mathieu, Cuvee Prestige Brut;France;4646;white;dry;NA;65;white
http://winestyle.ru/products/Contadi-Castaldi-Franciacorta-Saten-2007.html;Contadi Castaldi, Franciacorta "Saten", 2007;Italy;4656;white;dry;2007;65;white
http://winestyle.ru/products/Boizel-Tendre-Reserve.html;Boizel, Tendre Reserve;France;4662;white;semi dry;NA;65;white
http://winestyle.ru/products/Champagne-Drappier-Brut-Nature.html;Champagne Drappier, Brut Nature;France;4663;white;dry;NA;65;white
http://winestyle.ru/products/Canard-Duchene-Authentic-Brut-Champagne-AOC.html;Canard-Duchene, "Authentic" Brut, Champagne AOC;France;4687;white;dry;NA;65;white
http://winestyle.ru/products/Canard-Duchene-Authentic-Demi-Sec-Champagne-AOC.html;Canard-Duchene, "Authentic" Demi-Sec, Champagne AOC;France;4687;white;semi dry;NA;65;white
http://winestyle.ru/products/Nicolas-Feuillatte-Demi-Sec-gift-box.html;Nicolas Feuillatte, Demi-Sec, gift box;France;4735;white;semi dry;NA;66;white
http://winestyle.ru/products/Collet-Brut-Grand-Art-gift-box.html;Collet, Brut "Grand Art", gift box;France;4736;white;dry;NA;66;white
http://winestyle.ru/products/Contadi-Castaldi-Franciacorta-Zero-2007.html;Contadi Castaldi, Franciacorta "Zero", 2007;Italy;4753;white;dry;2007;66;white
http://winestyle.ru/products/Giuseppe-Contratto-For-England-Pas-Dose-2007.html;Giuseppe Contratto, "For England" Pas Dose, 2007;Italy;4759;white;dry;2007;66;white
http://winestyle.ru/products/Giuseppe-Contratto-For-England-Pas-Dose-2008.html;Giuseppe Contratto, "For England" Pas Dose, 2008, gift box;Italy;4759;white;dry;2008;66;white
http://winestyle.ru/products/Rocche-dei-Manzoni-Valentino-Brut-Zero-Rose-Riserva-2004.html;Rocche dei Manzoni, "Valentino Brut Zero Rose" Riserva, 2004;Italy;4800;rose;dry;2004;67;rose
http://winestyle.ru/products/Duval-Leroy-Brut-Rose-gift-box.html;Duval-Leroy, Brut Rose, gift box;France;6575;rose;dry;NA;91;rose
http://winestyle.ru/products/Guido-Berlucchi-Cellarius-Brut-Franciacorta-DOCG-2008-gift-box.html;Guido Berlucchi, "Cellarius" Brut, Franciacorta DOCG, 2008, gift box;Italy;6627;white;dry;2008;92;white
http://winestyle.ru/products/Bellavista-Franciacorta-Gran-Cuvee-Brut-2006.html;Bellavista, Franciacorta Gran Cuvee Brut, 2006;Italy;6630;white;dry;2006;92;white
http://winestyle.ru/products/J-Lassalle-Special-Club-Premier-Cru-Chigny-Les-Roses-2004-gift-box.html;J. Lassalle, "Special Club", Premier Cru Chigny-Les-Roses, 2004, gift box;France;6763;white;dry;2004;94;white
http://winestyle.ru/products/Joseph-Perrier-Cuvee-Royale-Brut-Rose-750.html;Joseph Perrier, "Cuvee Royale" Brut Rose;France;6792;rose;dry;NA;94;rose
http://winestyle.ru/products/Nicolas-Feuillatte-Blanc-de-Blancs-Chardonnay-2006.html;Nicolas Feuillatte, Blanc de Blancs Chardonnay, 2006;France;6827;white;dry;2006;95;white
http://winestyle.ru/products/Champagne-AR-Lenoble-Rose-Terroirs-gift-box.html;Champagne AR Lenoble, Rose "Terroirs", gift box;France;6902;rose;dry;NA;96;rose
http://winestyle.ru/products/Canard-Duchene-Grande-Cuvee-de-la-Rose-Charles-VII-Brut-Rose-Champagne-AOC.html;Canard-Duchene, Grande Cuvee de la Rose "Charles VII" Brut Rose, Champagne AOC;France;6966;rose;dry;NA;97;rose
http://winestyle.ru/products/Joseph-Perrier-Cuvee-Royale-Brut-Blanc-de-Blancs.html;Joseph Perrier, "Cuvee Royale" Brut Blanc de Blancs;France;6982;white;dry;NA;97;white
http://winestyle.ru/products/Lanson-Extra-Age-Brut.html;Lanson, "Extra Age" Brut;France;6997;white;dry;NA;97;white
http://winestyle.ru/products/Ayala-Rose-Majeur-Brut-AOC.html;Ayala, "Rose Majeur" Brut AOC;France;7112;rose;dry;NA;99;rose
http://winestyle.ru/products/Malard-Brut-Rose-gift-box.html;Malard, Brut Rose, gift box;France;7157;rose;dry;NA;99;rose
http://winestyle.ru/products/Bellavista-Franciacorta-Gran-Cuvee-Pas-Opere-2007-gift-box.html;Bellavista, Franciacorta Gran Cuvee "Pas Opere", 2007, gift box;Italy;7181;white;dry;2007;100;white
http://winestyle.ru/products/Contadi-Castaldi-Franciacorta-Soul-Saten-2005-gift-box.html;Contadi Castaldi, Franciacorta "Soul Saten", 2005, gift box;Italy;7239;white;dry;2005;101;white
http://winestyle.ru/products/Joseph-Perrier-Cuvee-Royale-Brut-Blanc-de-Blancs-gift-box.html;Joseph Perrier, "Cuvee Royale" Brut Blanc de Blancs, gift box;France;7283;white;dry;NA;101;white
http://winestyle.ru/products/Ayala-Rose-Majeur-Brut-AOC-gift-box.html;Ayala, "Rose Majeur" Brut AOC, gift box;France;7304;rose;dry;NA;101;rose
http://winestyle.ru/products/Herbert-Beaufort-Cuvee-La-Favorite-Bouzy-Grand-Cru-2008.html;Herbert Beaufort, "Cuvee La Favorite", Bouzy Grand Cru, 2008;France;7368;white;dry;2008;102;white
http://winestyle.ru/products/Bellavista-Franciacorta-Gran-Cuvee-Saten-gift-box.html;Bellavista, Franciacorta Gran Cuvee "Saten", gift box;Italy;7417;white;dry;NA;103;white
http://winestyle.ru/products/Champagne-Ployez-Jacquemart-Extra-Brut-Vintage-2005-750.html;Champagne Ployez-Jacquemart, Extra Brut Vintage, 2005;France;7436;white;dry;2005;103;white
http://winestyle.ru/products/Bellavista-Franciacorta-Gran-Cuvee-Brut-2006-gift-box.html;Bellavista, Franciacorta Gran Cuvee Brut, 2006, gift box;Italy;7451;white;dry;2006;103;white
http://winestyle.ru/products/Andre-Beaufort-Brut-Grand-Cru-Reserve.html;Andre Beaufort Brut Grand Cru Reserve;France;8945;white;dry;NA;124;white
http://winestyle.ru/products/Larmandier-Bernier-Terre-de-Vertus-Non-Dose-Blanc-de-Blancs-AOC-Premier-Cru-2007.html;Larmandier-Bernier, "Terre de Vertus" Non Dose Blanc de Blancs, AOC Premier Cru, 2007;France;8945;white;dry;2007;124;white
http://winestyle.ru/products/Larmandier-Bernier-Terre-de-Vertus-Non-Dose-Blanc-de-Blancs-AOC-Premier-Cru.html;Larmandier-Bernier, Terre de Vertus Non Dose Blanc de Blancs, AOC Premier Cru;France;8945;white;dry;NA;124;white
http://winestyle.ru/products/Ayala-Blanc-de-Blancs-Brut-AOC-2004-gift-box.html;Ayala, Blanc de Blancs Brut AOC, 2004, gift box;France;9034;white;dry;2004;125;white
http://winestyle.ru/products/Henriot-Brut-Millesime-2003-gift-box.html;Henriot, Brut Millesime 2003, gift box;France;9429;white;dry;2003;131;white
http://winestyle.ru/products/Krug-Grande-Cuvee-gift-box.html;Krug, "Grande Cuvee", gift box, 375 ìë;France;9526;white;dry;NA;132;white
http://winestyle.ru/products/Larmandier-Bernier-Extra-Brut-Rose-de-Saignee-Premier-Cru.html;Larmandier-Bernier, Extra Brut Rose de Saignee Premier Cru;France;9541;rose;dry;NA;133;rose
http://winestyle.ru/products/Ayala-Blanc-de-Blancs-Brut-AOC-2005-gift-box.html;Ayala, Blanc de Blancs Brut AOC, 2005, gift box;France;9610;white;dry;2005;133;white
http://winestyle.ru/products/Ayala-Blanc-de-Blancs-Brut-AOC-2007-gift-box.html;Ayala, Blanc de Blancs Brut AOC, 2007, gift box;France;9610;white;dry;2007;133;white
http://winestyle.ru/products/Recaredo-Turo-d-En-Mota-de-Recaredo-Brut-Nature-Cava-DO-2001.html;Recaredo, "Turo d'En Mota de Recaredo" Brut Nature, Cava DO, 2001;Spain;9653;white;dry;2001;134;white
http://winestyle.ru/products/Recaredo-Turo-d-En-Mota-de-Recaredo-Brut-Nature-Cava-DO-2002.html;Recaredo, Turo d'En Mota de Recaredo Brut Nature, Cava DO, 2002;Spain;9653;white;dry;2002;134;white
http://winestyle.ru/products/Laurent-Perrier-Cuvee-Rose-Brut-Christmas-box.html;Laurent-Perrier, Cuvee Rose Brut, Christmas box;France;9706;rose;dry;NA;135;rose
http://winestyle.ru/products/Ferrari-Perle-Brut-2007-Trento-DOC-metal-box.html;Ferrari, "Perle" Brut, 2007, Trento DOC, metal box, 1500 ìë;Italy;9721;white;dry;2007;135;white
http://winestyle.ru/products/Billecart-Salmon-Cuvee-Nicolas-Francois-Billecart-1999.html;Billecart-Salmon, "Cuvee Nicolas Francois Billecart", 1999;France;9804;white;dry;1999;136;white
http://winestyle.ru/products/Champagne-Ployez-Jacquemart-Extra-Quality-Brut.html;Champagne Ployez-Jacquemart, Extra Quality Brut, 1500 ìë;France;9842;white;dry;NA;137;white
http://winestyle.ru/products/Deutz-Brut-Rose-2008-gift-box.html;Deutz, Brut Rose, 2008, gift box;France;9987;rose;dry;2008;139;rose
http://winestyle.ru/products/Deutz-Brut-Rose-2009-gift-box.html;Deutz, Brut Rose, 2009, gift box;France;9987;rose;dry;2009;139;rose
http://winestyle.ru/products/Cuvee-Annamaria-Clementi-Franciacorta-DOCG-2006.html;"Cuvee Annamaria Clementi", Franciacorta DOCG, 2006;Italy;10000;white;dry;2006;139;white
http://winestyle.ru/products/Pol-Roger-Brut-Rose-2002-gift-box.html;Pol Roger, Brut Rose, 2002, gift box;France;10094;rose;dry;2002;140;rose
http://winestyle.ru/products/Billecart-Salmon-Brut-2004.html;Billecart-Salmon, Brut, 2004;France;10401;white;dry;2004;144;white
http://winestyle.ru/products/Champagne-Tarlant-Brut-Rose-Prestige-2003-wooden-box.html;Champagne Tarlant, Brut Rose Prestige, 2003, wooden box;France;12903;rose;dry;2003;179;rose
http://winestyle.ru/products/Jacquesson-Cuvee-737-Extra-Brut.html;Jacquesson, "Cuvee ¹ 737" Extra-Brut, 1500 ìë;France;13118;white;dry;NA;182;white
http://winestyle.ru/products/Noble-Cuvee-de-Lanson-Brut-2000.html;"Noble Cuvee de Lanson" Brut, 2000;France;13504;white;dry;2000;188;white
http://winestyle.ru/products/Noble-Cuvee-de-Lanson-Brut-2000-gift-box.html;"Noble Cuvee de Lanson" Brut, 2000, gift box;France;13504;white;dry;2000;188;white
http://winestyle.ru/products/Boizel-Joyau-de-France-Brut-1989.html;Boizel, "Joyau de France" Brut, 1989;France;13728;white;dry;1989;191;white
http://winestyle.ru/products/Pol-Roger-Brut-Reserve-Extra-Cuvee-de-Reserve-gift-box-1500.html;Pol Roger, Brut Reserve, Extra Cuvee de Reserve, gift box, 1500 ìë;France;13760;white;dry;NA;191;white
http://winestyle.ru/products/Bollinger-La-Grande-Annee-Brut-AOC-2004-gift-box.html;Bollinger, "La Grande Annee" Brut AOC, 2004, gift box;France;14319;white;dry;2004;199;white
http://winestyle.ru/products/Ruinart-Blanc-de-Blancs-1500.html;Ruinart, "Blanc de Blancs", 1500 ìë;France;14328;white;dry;NA;199;white
http://winestyle.ru/products/Paul-Goerg-Brut-Millesime-Premier-Cru-Cuvee-Lady-F-2002-gift-box.html;Paul Goerg, Brut Millesime Premier Cru "Cuvee Lady F.", 2002, gift box;France;14375;white;dry;2002;200;white
http://winestyle.ru/products/Paul-Goerg-Brut-Millesime-Premier-Cru-Cuvee-Lady-F-2004-gift-box.html;Paul Goerg, Brut Millesime Premier Cru "Cuvee Lady F.", 2004, gift box;France;14375;white;dry;2004;200;white
http://winestyle.ru/products/Brut-Grande-Reserve-wooden-box.html;Brut Grande Reserve, wooden box, 1500 ìë;France;14505;white;dry;NA;201;white
http://winestyle.ru/products/Veuve-Clicquot-La-Grande-Dame-2004-in-gift-box-750.html;Veuve Clicquot, "La Grande Dame", 2004;France;14657;white;dry;2004;204;white
http://winestyle.ru/products/Taittinger-Comtes-de-Champagne-Blanc-de-Blancs-Brut-2004.html;Taittinger, "Comtes de Champagne" Blanc de Blancs Brut, 2004;France;14914;white;dry;2004;207;white
http://winestyle.ru/products/Lanson-Noble-Cuvee-Brut-Rose.html;Lanson, "Noble Cuvee" Brut Rose;France;15005;rose;dry;NA;208;rose
http://winestyle.ru/products/Gosset-Celebris-Rose-Extra-Brut-2007.html;Gosset, "Celebris" Rose Extra Brut, 2007;France;15005;rose;dry;2007;208;rose
http://winestyle.ru/products/Lanson-Noble-Cuvee-Brut-Rose-gift-box.html;Lanson Noble Cuvee Brut Rose, gift box;France;15005;rose;dry;NA;208;rose
http://winestyle.ru/products/Deutz-Brut-Classic-2-Bottle-Gift-Set.html;Deutz Brut Classic 2-Bottle Gift Set;France;15092;white;dry;NA;210;white
http://winestyle.ru/products/Taittinger-Comtes-de-Champagne-Blanc-de-Blancs-Brut-2000-gift-box.html;Taittinger, "Comtes de Champagne" Blanc de Blancs Brut, 2000, gift box;France;15431;white;dry;2000;214;white
http://winestyle.ru/products/Malard-Lady-Style-Extra-Brut-gift-box.html;Malard, "Lady Style" Extra Brut, gift box;France;15558;white;dry;NA;216;white
http://winestyle.ru/products/Deutz-Brut-Rose-1500.html;Deutz, Brut Rose, 1500 ìë;France;15561;rose;dry;NA;216;rose
